conA_rep1.sam	conA_rep2.sam	conB_rep1.sam	conB_rep2.sam
YMR282C	34	44	25	40
YMR283C	16	18	22	21
YNCM0037W	0	0	0	0
YMR284W	39	36	32	50
YMR285C	52	39	45	74
YMR286W	22	21	10	14
YMR287C	40	49	20	29
YMR288W	38	35	23	39
YMR289W	49	43	32	34
YMR290C	40	60	125	194
YMR291W	264	224	189	229
YMR292W	21	21	24	30
YMR293C	39	28	15	21
YMR294W	27	23	19	23
YMR295C	183	138	108	162
YMR296C	118	131	147	175
YMR297W	1074	813	343	460
YMR298W	67	69	39	60
YMR299C	24	14	16	24
YMR300C	100	293	300	394
YMR301C	67	66	66	94
YMR302C	272	211	126	186
YMR303C	175	318	125	190
YMR304W	172	136	94	95
YMR305C	250	195	226	356
YMR306W	19	11	13	14
YMR307W	612	721	628	944
YMR308C	105	107	208	309
YMR309C	64	82	115	164
YMR310C	8	18	22	38
YMR311C	225	204	137	143
YMR312W	30	16	34	49
YMR313C	94	59	48	82
YMR314W	265	216	161	238
YMR315W	493	370	154	195
YMR315W-A	0	1	0	1
YMR316W	11	52	26	51
YMR316C-A	2	0	0	1
YMR317W	123	46	32	47
YMR318C	164	234	164	221
YMR319C	30	19	44	50
YMR320W	7	1	4	5
YMR321C	2	14	13	11
YMR322C	3	2	0	0
YMR323W	29	5	3	8
YMR325W	0	0	1	0
YNL339C	151	100	76	121
YNL336W	54	73	35	64
YNL335W	7	2	5	5
YNL334C	5	1	3	6
YNL333W	14	5	4	7
YNL332W	3	2	2	2
YNL331C	17	17	18	18
YNL330C	132	109	77	120
YNL329C	74	65	40	49
YNL328C	3	9	4	4
YNL327W	224	316	225	279
YNL326C	15	20	15	23
YNL325C	32	34	17	35
YNL323W	62	43	48	55
YNL322C	185	152	119	164
YNL321W	190	145	91	128
YNL320W	29	33	24	26
YNL318C	4	2	3	1
YNL317W	46	27	32	47
YNL316C	25	28	15	21
YNL315C	60	79	28	38
YNL314W	22	12	15	26
YNL313C	37	29	48	66
YNL312W	88	64	40	81
YNL311C	28	23	28	32
YNL310C	32	29	24	27
YNL309W	10	13	13	16
YNL308C	64	61	126	227
YNL307C	191	171	134	201
YNL306W	91	94	44	67
YNL305C	140	118	61	61
YNL304W	18	18	23	27
YNL302C	238	597	936	1419
YNL301C	47	83	128	187
YNL300W	45	50	37	70
YNL299W	11	5	10	18
YNL298W	40	39	34	56
YNL297C	119	108	74	119
YNL295W	60	46	34	40
YNL294C	74	70	69	85
YNL293W	64	65	58	70
YNL292W	29	36	35	53
YNL291C	38	26	21	44
YNL290W	54	57	51	79
YNL289W	18	15	9	20
YNCN0001W	0	0	1	1
YNL288W	63	48	46	67
YNL287W	234	304	214	357
YNL286W	34	26	29	26
YNCN0002C	0	0	0	0
YNL284C-B	141	393	150	218
YNL284C-A	0	0	0	0
YNCN0003W	0	2	2	0
YNL284C	92	92	54	69
YNCN0004W	0	1	0	1
YNL283C	128	65	61	95
YNL282W	9	5	6	15
YNL281W	116	127	59	117
YNL280C	101	126	85	150
YNL279W	13	12	11	16
YNL278W	32	22	28	26
YNL277W-A	3	0	0	0
YNL277W	80	17	29	42
YNL275W	47	36	25	51
YNL274C	567	293	95	133
YNL273W	24	20	24	35
YNL272C	63	79	52	74
YNL271C	143	135	118	148
YNL270C	6	1	1	2
YNL269W	2	0	0	0
YNL268W	166	209	152	239
YNL267W	112	130	97	141
YNL265C	51	41	35	42
YNL264C	38	35	26	32
YNL263C	68	77	45	69
YNL262W	100	69	82	128
YNL261W	47	25	25	35
YNL260C	15	9	16	12
YNL259C	18	25	16	22
YNL258C	103	74	60	82
YNL257C	101	106	74	94
YNL256W	51	45	60	110
YNL255C	137	223	234	371
YNL254C	14	9	8	19
YNL253W	30	33	18	34
YNL252C	41	45	36	48
YNL251C	129	94	123	160
YNL250W	53	41	35	44
YNL249C	18	10	10	14
YNL248C	20	47	75	106
YNL247W	93	201	150	267
YNL246W	44	46	26	48
YNL245C	24	17	24	26
YNL244C	69	109	90	120
YNL243W	235	277	194	244
YNL242W	101	89	46	56
YNL241C	693	612	269	352
YNL240C	51	51	30	51
YNL239W	179	267	77	90
YNL238W	60	54	78	97
YNL237W	78	39	22	35
YNL236W	51	56	69	77
YNL234W	19	11	19	15
YNL233W	39	47	55	85
YNL232W	40	33	27	74
YNL231C	36	65	72	102
YNL230C	17	7	9	18
YNL229C	73	88	61	98
YNL227C	36	37	42	63
YNL225C	45	33	28	47
YNL224C	43	45	42	49
YNL223W	62	43	22	33
YNL222W	14	24	15	29
YNCN0005C	3	3	2	2
YNL221C	49	49	60	93
YNL220W	245	594	365	493
YNL219C	81	101	78	79
YNL218W	17	19	11	12
YNL217W	35	49	22	25
YNL216W	78	51	58	98
YNL215W	90	102	73	103
YNL214W	18	15	15	12
YNL213C	18	20	15	18
YNL212W	136	110	66	104
YNL211C	8	7	2	6
YNL210W	2	1	6	5
YNL209W	665	1309	1822	2813
YNL208W	554	428	218	276
YNL207W	41	17	34	56
YNL206C	36	32	29	65
YNL204C	10	5	10	6
YNL202W	17	12	7	14
YNL201C	44	41	42	65
YNL200C	163	137	40	51
YNL199C	64	54	54	62
YNL197C	87	52	58	78
YNL196C	2	3	6	5
YNL195C	131	42	22	27
YNL194C	176	71	54	54
YNL193W	54	33	33	55
YNL192W	138	242	248	331
YNL191W	22	7	16	17
YNL190W	148	127	134	179
YNL189W	192	202	190	232
YNL188W	18	23	25	21
YNL187W	19	3	14	29
YNL186W	74	53	65	108
YNL185C	26	26	17	17
YNL184C	0	0	0	0
YNL183C	96	124	64	71
YNL182C	8	12	22	57
YNL181W	62	63	39	66
YNL180C	99	118	78	112
YNL178W	531	1190	1886	2824
YNL177C	70	97	46	79
YNL176C	111	87	77	104
YNL175C	29	37	73	145
YNL173C	326	329	175	197
YNL172W	57	41	29	41
YNL169C	167	140	109	143
YNL168C	80	46	22	41
YNL167C	84	93	51	81
YNL166C	61	43	46	69
YNL165W	39	25	16	27
YNL164C	21	5	11	27
YNL163C	87	59	73	111
YNL162W-A	3	0	1	3
YNL162W	169	307	554	837
YNL161W	94	87	85	132
YNL160W	564	347	89	102
YNL159C	52	43	32	37
YNL158W	26	21	20	11
YNL157W	118	104	65	96
YNL156C	224	182	157	196
YNL155W	138	121	91	137
YNL154C	165	198	185	251
YNL153C	29	37	49	63
YNL152W	33	39	29	39
YNL151C	15	17	28	45
YNL149C	76	86	75	111
YNL148C	15	15	22	19
YNL147W	21	29	18	29
YNL146C-A	1	0	1	1
YNL146W	4	3	6	5
YNL145W	30	45	75	84
YNL144C	190	154	140	126
YNL143C	2	1	1	3
YNL142W	447	62	23	24
YNL141W	16	15	28	51
YNL140C	0	1	1	0
YNL139C	80	64	72	89
YNL138W-A	5	6	18	14
YNL138W	296	274	159	188
YNL137C	96	105	75	87
YNL136W	68	74	61	102
YNL135C	225	327	248	328
YNL134C	183	137	49	65
YNL133C	27	16	13	20
YNCN0006W	0	0	0	0
YNL132W	25	36	75	132
YNL131W	130	137	66	97
YNL130C	127	81	89	166
YNL130C-A	1	1	0	0
YNL129W	10	33	17	23
YNL128W	6	3	3	6
YNL127W	87	78	64	75
YNL126W	37	15	16	35
YNL125C	97	50	56	84
YNL124W	13	21	14	49
YNL123W	76	80	63	126
YNL122C	16	22	14	14
YNL121C	181	194	119	201
YNL119W	11	8	19	40
YNL118C	186	163	137	191
YNL117W	38	10	3	8
YNL116W	57	36	25	41
YNL115C	180	138	63	77
YNL113W	13	19	27	45
YNL112W	10	33	65	137
YNL111C	37	47	83	83
YNL110C	23	26	41	98
YNL108C	15	26	19	34
YNL107W	17	19	19	28
YNL106C	34	40	45	48
YNL104C	428	1344	413	593
YNL103W	62	58	42	67
YNL102W	53	48	60	70
YNL101W	124	100	54	117
YNL100W	119	108	90	96
YNL099C	41	41	35	45
YNL098C	321	375	258	310
YNL097C-B	1	0	1	1
YNL097C	43	46	27	47
YNCN0007W	1	0	0	0
YNL096C	134	236	408	627
YNL095C	17	6	20	35
YNL094W	90	85	37	58
YNL093W	18	10	8	6
YNL092W	21	30	14	14
YNL091W	251	242	197	270
YNL090W	35	38	38	43
YNL088W	127	115	102	156
YNL087W	206	150	157	222
YNL086W	19	14	7	16
YNL085W	153	147	121	184
YNL084C	121	141	86	140
YNL083W	62	37	29	49
YNL082W	32	23	19	29
YNL081C	67	65	34	31
YNL080C	47	38	44	79
YNL079C	394	500	328	493
YNL078W	40	40	34	47
YNL077W	98	51	51	125
YNL076W	60	55	56	77
YNL075W	43	17	45	86
YNL074C	86	63	69	87
YNL073W	104	82	50	67
YNL072W	14	15	12	24
YNL071W	583	542	363	449
YNL070W	27	38	19	31
YNL069C	332	675	1246	1819
YNL068C	46	35	35	57
YNL067W-B	0	0	0	0
YNL067W	104	296	238	407
YNL066W	103	119	97	123
YNL065W	12	11	10	23
YNL064C	385	405	306	509
YNL063W	34	28	20	43
YNL062C	23	13	36	63
YNL061W	48	85	134	203
YNL059C	103	124	88	139
YNL058C	45	52	30	60
YNL056W	53	42	33	54
YNL055C	1227	1330	720	929
YNCN0008C	0	0	0	0
YNL054W-B	122	295	118	180
YNL054W-A	0	0	0	0
YNL054W	80	49	49	62
YNL053W	41	10	25	31
YNL052W	329	321	229	312
YNL051W	39	30	28	30
YNL050C	27	14	28	42
YNL049C	59	91	57	87
YNL048W	85	43	51	101
YNL047C	40	32	30	46
YNL046W	39	25	31	27
YNL045W	155	151	106	128
YNL044W	85	82	66	98
YNCN0009W	0	0	0	0
YNL042W-B	2	0	2	0
YNL042W	32	23	18	38
YNL041C	47	81	55	88
YNL040W	63	81	53	56
YNL039W	100	73	67	113
YNL038W	31	19	18	25
YNL037C	509	290	178	263
YNL036W	60	122	117	83
YNCN0010C	0	0	1	0
YNCN0011W	0	0	0	0
YNL035C	21	25	30	41
YNCN0012C	0	0	0	0
YNL034W	5	2	3	5
YNL033W	11	6	2	6
YNL032W	39	40	37	73
YNL031C	498	447	348	467
YNL030W	356	345	252	406
YNL029C	21	18	28	50
YNL027W	76	73	47	73
YNL026W	59	70	47	45
YNL025C	40	22	26	35
YNCN0013W	1	0	5	6
YNCN0014W	3	0	0	3
YNL024C-A	24	25	20	23
YNL024C	4	3	2	6
YNL023C	43	42	46	75
YNL022C	29	23	24	51
YNL021W	57	33	46	73
YNL020C	47	50	48	56
YNL019C	14	7	3	8
YNL018C	5	1	2	3
YNCN0015W	0	1	0	0
YNL016W	261	276	227	344
YNL015W	228	231	55	63
YNL014W	83	30	18	21
YNL012W	43	14	15	23
YNL011C	48	46	36	45
YNL010W	81	123	88	141
YNL009W	16	9	8	6
YNL008C	83	51	41	76
YNL007C	611	655	396	603
YNL006W	50	49	35	57
YNL005C	128	107	72	71
YNL004W	120	157	102	171
YNL003C	53	41	38	47
YNL002C	48	42	82	137
YNL001W	32	22	26	45
YNR001C	1562	1184	626	866
YNCN0016C	0	0	0	0
YNCN0017W	0	0	0	0
YNR002C	79	49	35	36
YNR003C	22	24	19	45
YNR004W	10	6	9	14
YNR006W	99	92	80	89
YNR007C	91	72	48	63
YNR008W	67	67	63	98
YNR009W	16	10	14	15
YNR010W	9	9	10	10
YNR011C	41	40	42	44
YNR012W	20	9	16	50
YNR013C	91	95	115	168
YNR014W	125	80	105	97
YNR015W	37	21	55	104
YNR016C	869	668	508	733
YNR017W	83	76	90	117
YNR018W	98	70	80	128
YNR019W	259	233	183	284
YNR020C	18	16	14	17
YNR021W	118	157	133	210
YNR022C	43	46	17	26
YNR023W	41	32	30	58
YNR024W	13	16	20	32
YNR026C	44	39	48	61
YNR027W	35	28	40	46
YNR028W	43	47	52	53
YNR029C	31	42	28	53
YNR030W	51	60	48	53
YNR031C	79	84	70	95
YNR032W	36	56	30	45
YNR032C-A	16	24	18	23
YNR033W	182	126	68	77
YNR034W	39	44	21	30
YNR034W-A	416	343	99	95
YNR035C	221	214	138	179
YNR036C	130	126	64	97
YNR037C	21	32	12	15
YNR038W	42	16	26	61
YNR039C	25	24	19	38
YNR040W	8	11	7	12
YNR041C	45	42	30	41
YNR043W	178	234	221	291
YNR044W	55	29	24	40
YNR045W	87	67	37	49
YNR046W	18	23	29	39
YNR047W	56	52	39	54
YNR048W	22	16	15	27
YNR049C	21	17	29	26
YNR050C	1172	496	114	210
YNCN0018W	1	4	5	2
YNR051C	98	130	99	136
YNR052C	48	75	64	65
YNR053C	26	10	32	79
YNCN0019C	0	0	0	0
YNR054C	18	18	23	38
YNCN0020C	0	0	0	0
YNR055C	136	97	89	115
YNR056C	26	11	15	13
YNR057C	17	3	7	7
YNR058W	20	10	4	12
YNR059W	27	20	24	26
YNR060W	23	18	9	18
YNR061C	30	22	14	30
YNR062C	6	6	6	13
YNR063W	7	2	5	6
YNR064C	8	2	5	6
YNR065C	28	33	30	49
YNR066C	12	6	12	7
YNR067C	152	133	75	92
YNR068C	7	12	8	4
YNR069C	23	26	3	19
YNR070W	0	0	0	0
YNR071C	0	0	0	0
YNR072W	14	0	6	2
YNR073C	43	23	18	6
YNR074C	0	0	0	0
YNR075W	5	5	4	10
YNR075C-A	1	1	0	1
YNR076W	0	0	0	0
YNR077C	0	0	0	0
YOL166W-A	0	0	0	0
YOL165C	3	0	0	1
YOL164W-A	3	2	1	7
YOL164W	181	22	24	29
YOL163W	21	2	4	2
YOL162W	10	2	1	1
YOL161C	0	0	1	0
YOL160W	3	0	0	1
YOL159C-A	5	6	6	1
YOL159C	22	13	14	10
YOL158C	104	183	105	140
YOL157C	12	12	6	5
YOL156W	10	12	9	11
YOL155W-A	2	3	0	1
YOL155C	2583	514	303	290
YOL154W	14	5	8	10
YOL152W	10	8	3	7
YOL151W	84	26	17	11
YOL149W	34	24	27	36
YOL148C	52	51	39	53
YOL147C	67	31	25	24
YOL146W	18	13	5	12
YOL145C	112	156	120	174
YOL144W	17	7	19	35
YOL143C	79	101	53	80
YOL142W	24	15	24	36
YOL141W	7	4	2	10
YOL140W	47	103	27	42
YOL139C	110	238	200	298
YOL138C	65	44	30	59
YOL137W	20	19	19	32
YOL136C	56	70	53	93
YOL135C	12	16	22	33
YOL133W	42	23	28	47
YOL132W	5	2	1	4
YOL131W	0	0	0	0
YOL130W	92	77	69	125
YOL129W	106	132	63	74
YOL128C	9	4	6	9
YOL127W	340	784	1082	1737
YOL126C	163	125	61	73
YOL125W	22	13	21	56
YOL124C	7	11	18	55
YOL123W	168	148	189	281
YOL122C	66	75	66	80
YOL121C	104	256	425	645
YOL120C	384	789	1303	1961
YOL119C	113	137	97	122
YOL118C	18	10	16	11
YOL117W	55	29	40	41
YOL116W	65	46	33	54
YOL115W	40	35	52	65
YOL114C	9	7	3	2
YOL113W	118	61	97	97
YOL112W	52	27	30	36
YOL111C	78	61	53	63
YOL110W	35	36	21	39
YOL109W	921	955	848	1146
YNCO0001C	0	0	0	0
YOL108C	23	22	21	27
YOL107W	25	28	14	15
YNCO0002W	0	0	1	0
YOL105C	30	19	20	24
YOL104C	1	2	1	1
YOL103W-B	148	350	153	202
YOL103W-A	0	0	0	0
YOL103W	76	73	67	92
YOL102C	17	23	22	35
YOL101C	2	1	1	0
YOL100W	127	97	72	86
YOL098C	140	150	122	207
YNCO0003C	0	0	0	0
YOL097W-A	2	0	2	1
YOL097C	56	132	110	198
YOL096C	54	46	28	43
YOL095C	26	11	12	11
YOL094C	20	22	13	31
YOL093W	12	27	26	49
YOL092W	60	74	69	109
YOL091W	5	8	5	5
YOL090W	48	48	49	77
YOL089C	33	43	36	50
YOL088C	48	47	46	58
YOL087C	188	176	131	157
YOL086W-A	17	23	23	23
YOL086C	3680	7224	2758	3677
YOL085C	7	2	1	2
YOL084W	357	70	86	83
YOL083W	43	34	22	17
YOL082W	174	126	61	55
YOL081W	279	216	168	196
YOL080C	8	1	11	15
YOL078W	25	28	29	39
YOL077W-A	46	61	41	51
YOL077C	17	26	65	123
YOL076W	44	30	32	50
YOL075C	46	46	32	31
YOL073C	45	54	27	42
YOL072W	28	26	27	26
YOL071W	61	44	24	27
YOL070C	97	95	71	87
YOL069W	52	32	22	39
YOL068C	104	89	62	77
YOL067C	21	23	12	19
YOL066C	45	33	39	49
YOL065C	58	25	19	32
YOL064C	89	211	52	63
YOL063C	81	49	43	74
YOL062C	117	71	47	91
YOL061W	103	110	105	179
YOL060C	212	214	133	143
YOL059W	237	423	194	289
YOL058W	136	1496	66	68
YOL057W	78	87	62	102
YOL056W	13	20	20	21
YOL055C	37	35	15	32
YNCO0004C	0	0	0	0
YNCO0005W	0	1	0	0
YOL054W	33	35	22	33
YOL053W	47	42	30	37
YOL052C-A	335	188	114	84
YOL052C	42	56	54	73
YNCO0006W	1	0	0	0
YOL051W	177	154	134	180
YOL049W	128	179	125	153
YOL048C	80	58	50	52
YOL047C	18	17	13	21
YOL045W	68	82	55	70
YOL044W	30	29	12	12
YOL043C	40	20	32	28
YOL042W	42	24	29	53
YOL041C	18	32	43	116
YOL040C	411	994	1340	2089
YOL039W	235	551	831	1197
YOL038C-A	3	1	0	0
YOL038W	152	220	123	171
YOL036W	82	76	58	116
YNCO0007W	0	1	1	1
YOL034W	28	34	17	35
YOL033W	34	40	32	35
YOL032W	136	95	77	126
YOL031C	34	38	39	46
YOL030W	216	236	140	193
YOL029C	25	13	30	26
YOL028C	26	20	20	34
YOL027C	151	98	77	109
YOL026C	28	25	22	35
YNCO0008W	0	0	0	0
YOL025W	33	29	19	48
YOL024W	0	0	0	0
YOL023W	51	30	13	20
YOL022C	21	32	28	76
YNCO0009W	0	0	0	0
YOL021C	83	74	79	134
YOL020W	32	90	110	165
YNCO0010W	0	0	0	0
YOL019W-A	1	0	0	0
YOL019W	35	50	39	45
YOL018C	59	72	44	44
YOL017W	28	23	21	33
YOL016C	136	250	106	180
YOL015W	4	3	3	5
YOL014W	6	34	19	34
YOL013W-A	0	0	0	0
YNCO0011W	0	0	0	0
YOL013C	74	72	47	60
YOL012C	88	65	52	61
YOL011W	82	68	56	80
YOL010W	16	9	14	39
YOL009C	24	24	13	13
YOL008W	28	27	19	25
YOL007C	30	10	20	33
YOL006C	98	89	84	130
YOL005C	25	45	42	27
YOL004W	245	224	186	219
YOL003C	41	21	31	19
YOL002C	40	23	30	27
YOL001W	35	18	24	18
YOR001W	56	63	65	101
YOR002W	99	83	60	95
YOR003W	52	25	31	25
YOR004W	13	11	26	39
YOR005C	66	26	30	56
YOR006C	39	37	42	63
YOR007C	544	641	323	522
YNCO0012C	0	0	0	0
YOR008C	206	178	125	159
YOR008C-A	1	1	2	0
YOR009W	10	9	14	16
YOR010C	11	6	3	15
YOR011W	27	20	17	33
YNCO0013C	0	0	0	1
YOR011W-A	0	0	0	0
YOR012W	5	7	7	9
YOR014W	150	155	113	158
YOR015W	36	38	22	43
YOR016C	41	40	27	38
YOR017W	62	38	28	53
YOR018W	69	40	60	57
YOR019W	44	25	25	23
YOR020C	188	267	116	155
YOR020W-A	48	55	24	26
YOR021C	67	63	70	90
YOR022C	44	31	33	35
YOR023C	117	103	72	113
YOR025W	56	46	43	48
YOR026W	40	18	24	30
YOR027W	909	926	448	767
YOR028C	18	14	13	14
YOR029W	0	0	2	1
YOR030W	52	34	31	57
YOR032C	27	12	15	18
YOR032W-A	0	1	1	0
YOR033C	47	32	47	47
YOR034C	40	26	23	42
YOR034C-A	5	7	4	4
YOR035C	109	100	55	75
YOR036W	104	98	62	75
YOR037W	19	33	13	40
YOR038C	53	36	52	67
YOR039W	92	99	66	112
YOR040W	32	28	22	32
YNCO0014C	3	3	4	1
YOR042W	212	214	108	157
YNCO0015C	3	3	1	5
YOR043W	98	82	68	106
YOR044W	11	13	6	17
YOR045W	33	44	25	18
YOR046C	86	93	119	120
YOR047C	31	29	33	67
YOR048C	91	104	81	164
YOR049C	22	16	11	31
YOR051C	60	92	99	149
YOR052C	272	256	163	204
YOR054C	75	98	70	61
YOR056C	69	39	65	107
YOR057W	53	59	37	88
YOR058C	35	33	27	33
YNCO0016W	1	0	0	0
YOR059C	156	84	49	72
YOR060C	14	9	15	14
YOR061W	93	81	65	110
YOR062C	37	30	38	39
YOR063W	1831	2552	4598	7048
YOR064C	34	10	21	35
YOR065W	626	537	399	535
YOR066W	26	19	17	21
YOR067C	38	42	40	64
YOR069W	64	77	66	103
YOR068C	0	0	0	0
YOR070C	86	62	67	77
YOR071C	35	21	23	22
YOR072W	2	3	0	2
YNCO0017W	0	0	0	0
YOR072W-B	0	0	0	0
YOR073W	20	20	30	43
YOR074C	48	34	28	51
YOR075W	44	32	24	35
YOR076C	26	31	30	55
YOR077W	14	10	11	17
YOR078W	27	15	36	54
YOR079C	14	16	16	31
YOR080W	33	19	28	42
YOR081C	79	36	45	55
YOR083W	43	26	19	32
YOR084W	55	26	27	40
YOR085W	86	88	80	89
YOR086C	358	365	222	283
YNCO0018W	0	0	0	0
YOR087W	72	74	54	69
YOR089C	110	153	77	110
YOR090C	140	101	72	104
YOR091W	37	26	85	100
YOR092W	59	66	41	101
YOR093C	58	44	46	79
YOR094W	35	17	24	30
YOR095C	11	15	24	67
YOR096W	243	480	845	1336
YOR097C	27	42	18	30
YOR098C	88	77	71	104
YOR099W	100	107	77	123
YOR100C	29	15	12	12
YOR101W	42	35	38	82
YOR103C	29	26	27	30
YOR104W	29	11	6	18
YOR105W	0	0	1	0
YOR106W	23	27	16	31
YOR107W	10	12	17	14
YOR108W	11	152	68	115
YOR109W	150	148	127	140
YOR110W	47	40	35	48
YOR111W	26	18	12	12
YOR112W	67	68	61	73
YOR113W	64	55	48	65
YOR114W	32	13	14	13
YOR115C	48	41	25	46
YOR116C	53	52	71	107
YOR117W	303	261	155	241
YOR118W	81	43	47	71
YOR119C	51	25	22	70
YOR120W	582	450	103	140
YOR122C	256	309	182	275
YOR123C	108	105	78	124
YOR124C	191	199	113	167
YOR125C	31	47	20	27
YOR126C	30	21	15	23
YOR127W	82	68	81	108
YOR128C	281	469	457	514
YOR129C	32	18	28	31
YOR130C	32	61	14	20
YNCO0019W	0	0	1	1
YOR131C	45	47	36	39
YOR132W	122	135	85	120
YOR133W	1015	1798	2186	3202
YOR134W	23	26	17	23
YOR136W	598	412	284	313
YOR137C	25	28	23	30
YOR138C	144	123	79	104
YOR140W	24	13	9	19
YOR141C	81	102	75	101
YOR142W	413	298	215	261
YNCO0020C	0	0	0	0
YOR142W-B	133	340	141	187
YOR142W-A	0	0	0	0
YOR143C	9	14	16	28
YOR144C	14	11	10	10
YOR145C	37	31	33	87
YOR147W	80	48	58	67
YOR148C	13	17	19	33
YOR149C	35	28	28	41
YOR150W	61	76	35	31
YOR151C	224	279	261	380
YOR152C	27	25	6	17
YOR153W	144	121	150	169
YOR154W	30	14	22	40
YOR155C	98	99	51	61
YOR156C	24	22	20	21
YOR157C	160	166	102	139
YOR158W	66	50	34	49
YOR159C	18	12	14	14
YOR160W	58	68	35	90
YOR161C	230	119	134	172
YOR161C-C	1	1	0	0
YOR162C	61	49	35	61
YOR163W	49	68	33	52
YOR164C	66	71	57	84
YOR165W	141	117	99	138
YOR166C	21	18	12	30
YOR167C	118	254	353	471
YOR168W	186	214	234	369
YOR171C	88	100	72	114
YOR172W	51	50	35	55
YOR173W	558	420	121	163
YOR174W	31	31	28	65
YOR175C	142	102	86	88
YOR176W	141	142	83	112
YNCO0021C	0	0	1	0
YOR177C	7	5	5	6
YOR178C	131	77	79	95
YOR179C	12	15	22	23
YOR180C	22	5	17	10
YOR181W	89	86	69	104
YOR182C	87	178	281	339
YOR183W	2	0	0	0
YOR184W	230	486	255	300
YNCO0022C	1	1	0	0
YOR185C	167	109	39	57
YOR186W	2	3	3	1
YOR187W	343	428	240	265
YOR188W	50	28	50	65
YOR189W	16	21	10	20
YOR190W	12	11	6	13
YOR191W	132	105	101	144
YOR192C	9	7	10	7
YOR192C-C	1	1	2	1
YOR192C-B	71	82	58	45
YOR192C-A	0	0	0	0
YNCO0023W	0	0	0	0
YOR193W	30	21	17	36
YOR194C	93	83	84	138
YOR195W	62	41	42	75
YOR196C	76	75	34	65
YOR197W	172	196	142	213
YOR198C	159	243	191	283
YOR201C	32	37	30	42
YOR202W	57	248	75	108
YOR204W	117	87	70	145
YOR205C	36	16	21	30
YOR206W	29	44	94	154
YOR207C	75	64	102	156
YOR208W	53	52	41	69
YOR209C	86	135	100	192
YOR210W	23	19	38	55
YOR211C	99	80	73	97
YOR212W	77	84	103	151
YOR213C	21	20	8	19
YOR214C	0	0	0	1
YOR215C	118	113	41	61
YOR216C	59	71	65	73
YOR217W	74	70	65	124
YOR219C	86	81	63	88
YOR220W	135	137	70	85
YOR221C	53	71	71	128
YOR222W	91	49	38	61
YNCO0024C	2	2	3	2
YOR223W	46	54	39	44
YOR224C	31	75	87	114
YOR226C	11	58	36	52
YOR227W	297	193	116	175
YOR228C	46	47	24	37
YOR229W	16	30	14	23
YOR230W	689	870	405	482
YOR231W	63	46	53	65
YOR232W	113	124	77	114
YOR233W	40	24	27	43
YOR234C	63	174	270	406
YOR235W	0	0	0	0
YNCO0025W	3	4	2	5
YOR236W	37	29	21	41
YOR237W	1	0	1	1
YOR238W	15	10	15	24
YOR239W	163	177	143	238
YOR241W	62	75	64	102
YOR242C	7	1	7	5
YOR243C	29	30	76	144
YOR244W	38	42	34	38
YOR245C	71	50	38	38
YOR246C	86	65	84	135
YOR247W	288	207	256	365
YOR249C	48	27	20	40
YOR250C	57	42	39	50
YOR251C	70	42	41	58
YOR252W	13	12	21	28
YOR253W	27	35	45	68
YOR254C	88	151	144	221
YOR255W	0	1	0	0
YOR256C	76	108	63	93
YOR257W	29	37	21	36
YOR258W	12	9	6	10
YOR259C	272	313	164	240
YOR260W	71	74	94	159
YOR261C	265	282	171	252
YOR262W	40	34	32	44
YOR264W	62	58	48	61
YOR265W	34	30	21	21
YOR266W	26	28	16	20
YOR267C	194	184	139	215
YOR268C	0	0	0	2
YOR269W	7	3	6	15
YOR270C	422	416	393	542
YOR271C	57	116	119	168
YNCO0026W	0	1	0	3
YOR272W	23	14	43	85
YOR273C	228	154	359	490
YOR274W	26	19	25	40
YOR275C	88	68	55	93
YOR276W	44	86	79	111
YNCO0027C	1	2	6	12
YNCO0028W	2	1	0	2
YOR278W	35	27	17	24
YOR279C	14	10	15	13
YOR280C	32	34	20	38
YOR281C	40	68	44	67
YOR283W	18	24	30	29
YOR284W	19	7	12	11
YOR285W	471	494	259	308
YOR286W	48	49	30	28
YOR287C	3	4	5	19
YOR288C	39	36	20	23
YOR289W	96	69	26	31
YNCO0029C	0	0	0	1
YOR290C	244	192	181	218
YOR291W	107	96	97	137
YOR292C	48	40	25	42
YOR293W	119	322	462	752
YOR293C-A	2	8	5	6
YOR294W	16	13	32	64
YOR295W	5	2	6	9
YOR296W	36	40	28	46
YOR297C	21	19	16	22
YOR298W	29	24	20	34
YOR298C-A	876	607	492	744
YOR299W	82	90	70	130
YOR301W	41	36	23	52
YOR302W	18	2	10	8
YOR303W	309	146	93	170
YOR304W	75	83	89	138
YOR304C-A	5	3	6	4
YOR305W	23	19	12	27
YOR306C	26	31	39	50
YOR307C	41	27	39	63
YOR308C	31	21	22	34
YOR310C	86	106	209	356
YOR311C	38	43	35	65
YOR312C	258	590	852	1377
YOR313C	1	2	2	2
YOR314W	1	1	0	0
YOR315W	14	10	8	21
YOR316C	42	54	41	60
YOR316C-A	0	0	0	0
YOR317W	424	334	295	455
YOR319W	18	18	21	28
YOR320C	72	65	60	72
YOR321W	39	41	27	48
YOR322C	77	95	62	111
YOR323C	134	315	139	201
YOR324C	35	24	18	34
YOR326W	236	253	223	299
YOR327C	56	66	58	75
YOR328W	67	34	28	41
YOR329C	116	106	80	122
YOR330C	130	75	72	97
YOR332W	276	423	282	370
YOR334W	17	8	6	12
YOR335C	245	349	263	441
YOR336W	69	78	72	82
